"Taxon_ID;""Valid_taxon_ID"";""Scientific_Name"";""Country"""
"596;""596"";""Aegilops biuncialis"";""YUG"""
"596;""596"";""Aegilops biuncialis"";""GRC"""
"596;""596"";""Aegilops biuncialis"";""ITA"""
"596;""596"";""Aegilops biuncialis"";""ROU"""
"596;""596"";""Aegilops biuncialis"";""FRA"""
"596;""596"";""Aegilops biuncialis"";""ESP"""
"597;""597"";""Aegilops columnaris"";""IRN"""
"597;""597"";""Aegilops columnaris"";""IRQ"""
"597;""597"";""Aegilops columnaris"";""LBN"""
"597;""597"";""Aegilops columnaris"";""SYR"""
"597;""597"";""Aegilops columnaris"";""TUR"""
"597;""597"";""Aegilops columnaris"";""ARM"""
"597;""597"";""Aegilops columnaris"";""AZE"""
"597;""597"";""Aegilops columnaris"";""GRC"""
"598;""598"";""Aegilops comosa"";""CYP"""
"598;""598"";""Aegilops comosa"";""TUR"""
"598;""598"";""Aegilops comosa"";""ALB"""
"598;""598"";""Aegilops comosa"";""BGR"""
"598;""598"";""Aegilops comosa"";""GRC"""
"599;""599"";""Aegilops comosa var. comosa"";""CYP"""
"599;""599"";""Aegilops comosa var. comosa"";""TUR"""
"599;""599"";""Aegilops comosa var. comosa"";""BGR"""
"599;""599"";""Aegilops comosa var. comosa"";""GRC"""
"600;""600"";""Aegilops comosa var. subventricosa"";""TUR"""
"600;""600"";""Aegilops comosa var. subventricosa"";""ALB"""
"600;""600"";""Aegilops comosa var. subventricosa"";""GRC"""
"601;""601"";""Aegilops crassa"";""AFG"""
"601;""601"";""Aegilops crassa"";""IRN"""
"601;""601"";""Aegilops crassa"";""IRQ"""
"601;""601"";""Aegilops crassa"";""JOR"""
"601;""601"";""Aegilops crassa"";""LBN"""
"601;""601"";""Aegilops crassa"";""SYR"""
"601;""601"";""Aegilops crassa"";""TUR"""
"601;""601"";""Aegilops crassa"";""ARM"""
"601;""601"";""Aegilops crassa"";""KAZ"""
"601;""601"";""Aegilops crassa"";""KGZ"""
"601;""601"";""Aegilops crassa"";""TJK"""
"601;""601"";""Aegilops crassa"";""TKM"""
"601;""601"";""Aegilops crassa"";""UZB"""
"602;""602"";""Aegilops cylindrica"";""AFG"""
"602;""602"";""Aegilops cylindrica"";""IRN"""
"602;""602"";""Aegilops cylindrica"";""IRQ"""
"602;""602"";""Aegilops cylindrica"";""LBN"""
"602;""602"";""Aegilops cylindrica"";""TUR"""
"602;""602"";""Aegilops cylindrica"";""ARM"""
"602;""602"";""Aegilops cylindrica"";""AZE"""
"602;""602"";""Aegilops cylindrica"";""GEO"""
"602;""602"";""Aegilops cylindrica"";""RUS"""
"602;""602"";""Aegilops cylindrica"";""KAZ"""
"602;""602"";""Aegilops cylindrica"";""KGZ"""
"602;""602"";""Aegilops cylindrica"";""TJK"""
"602;""602"";""Aegilops cylindrica"";""TKM"""
"602;""602"";""Aegilops cylindrica"";""UZB"""
"602;""602"";""Aegilops cylindrica"";""PAK"""
"602;""602"";""Aegilops cylindrica"";""HUN"""
"602;""602"";""Aegilops cylindrica"";""SVK"""
"602;""602"";""Aegilops cylindrica"";""MDA"""
"602;""602"";""Aegilops cylindrica"";""UKR"""
"602;""602"";""Aegilops cylindrica"";""BGR"""
"602;""602"";""Aegilops cylindrica"";""YUG"""
"602;""602"";""Aegilops cylindrica"";""GRC"""
"602;""602"";""Aegilops cylindrica"";""ROU"""
"602;""602"";""Aegilops cylindrica"";""SVN"""
"1640;""618"";""Aegilops elongata"";""ALB"""
"1640;""618"";""Aegilops elongata"";""AFG"""
"1640;""618"";""Aegilops elongata"";""ARM"""
"1640;""618"";""Aegilops elongata"";""AZE"""
"1640;""618"";""Aegilops elongata"";""BGR"""
"1640;""618"";""Aegilops elongata"";""CYP"""
"1640;""618"";""Aegilops elongata"";""DZA"""
"1640;""618"";""Aegilops elongata"";""ESP"""
"1640;""618"";""Aegilops elongata"";""FRA"""
"1640;""618"";""Aegilops elongata"";""GEO"""
"1640;""618"";""Aegilops elongata"";""GRC"""
"1640;""618"";""Aegilops elongata"";""IRN"""
"1640;""618"";""Aegilops elongata"";""IRQ"""
"1640;""618"";""Aegilops elongata"";""ISR"""
"1640;""618"";""Aegilops elongata"";""ITA"""
"1640;""618"";""Aegilops elongata"";""KAZ"""
"1640;""618"";""Aegilops elongata"";""KGZ"""
"1640;""618"";""Aegilops elongata"";""KWT"""
"1640;""618"";""Aegilops elongata"";""LBN"""
"1640;""618"";""Aegilops elongata"";""MAR"""
"1640;""618"";""Aegilops elongata"";""MKD"""
"1640;""618"";""Aegilops elongata"";""PAK"""
"1640;""618"";""Aegilops elongata"";""PRT"""
"1640;""618"";""Aegilops elongata"";""RUS"""
"1640;""618"";""Aegilops elongata"";""SVN"""
"1640;""618"";""Aegilops elongata"";""SYR"""
"1640;""618"";""Aegilops elongata"";""TJK"""
"1640;""618"";""Aegilops elongata"";""TKM"""
"1640;""618"";""Aegilops elongata"";""TUR"""
"1640;""618"";""Aegilops elongata"";""UKR"""
"1640;""618"";""Aegilops elongata"";""UZB"""
"603;""603"";""Aegilops geniculata"";""ESP"""
"603;""603"";""Aegilops geniculata"";""DZA"""
"603;""603"";""Aegilops geniculata"";""EGY"""
"603;""603"";""Aegilops geniculata"";""LBY"""
"603;""603"";""Aegilops geniculata"";""MAR"""
"603;""603"";""Aegilops geniculata"";""TUN"""
"603;""603"";""Aegilops geniculata"";""CYP"""
"603;""603"";""Aegilops geniculata"";""IRQ"""
"603;""603"";""Aegilops geniculata"";""ISR"""
"603;""603"";""Aegilops geniculata"";""JOR"""
"603;""603"";""Aegilops geniculata"";""LBN"""
"603;""603"";""Aegilops geniculata"";""SYR"""
"603;""603"";""Aegilops geniculata"";""TUR"""
"603;""603"";""Aegilops geniculata"";""AZE"""
"603;""603"";""Aegilops geniculata"";""GEO"""
"603;""603"";""Aegilops geniculata"";""HUN"""
"603;""603"";""Aegilops geniculata"";""CHE"""
"603;""603"";""Aegilops geniculata"";""UKR"""
"603;""603"";""Aegilops geniculata"";""ALB"""
"603;""603"";""Aegilops geniculata"";""BGR"""
"603;""603"";""Aegilops geniculata"";""YUG"""
"603;""603"";""Aegilops geniculata"";""GRC"""
"603;""603"";""Aegilops geniculata"";""ITA"""
"603;""603"";""Aegilops geniculata"";""ROU"""
"603;""603"";""Aegilops geniculata"";""SVN"""
"603;""603"";""Aegilops geniculata"";""FRA"""
"603;""603"";""Aegilops geniculata"";""PRT"""
"603;""603"";""Aegilops geniculata"";""MLT"""
"604;""604"";""Aegilops juvenalis"";""IRQ"""
"604;""604"";""Aegilops juvenalis"";""SYR"""
"604;""604"";""Aegilops juvenalis"";""AZE"""
"604;""604"";""Aegilops juvenalis"";""TKM"""
"604;""604"";""Aegilops juvenalis"";""UZB"""
"605;""605"";""Aegilops kotschyi"";""EGY"""
"605;""605"";""Aegilops kotschyi"";""LBY"""
"605;""605"";""Aegilops kotschyi"";""TUN"""
"605;""605"";""Aegilops kotschyi"";""KWT"""
"605;""605"";""Aegilops kotschyi"";""SAU"""
"605;""605"";""Aegilops kotschyi"";""AFG"""
"605;""605"";""Aegilops kotschyi"";""CYP"""
"605;""605"";""Aegilops kotschyi"";""IRN"""
"605;""605"";""Aegilops kotschyi"";""IRQ"""
"605;""605"";""Aegilops kotschyi"";""ISR"""
"605;""605"";""Aegilops kotschyi"";""JOR"""
"605;""605"";""Aegilops kotschyi"";""LBN"""
"605;""605"";""Aegilops kotschyi"";""SYR"""
"605;""605"";""Aegilops kotschyi"";""TUR"""
"605;""605"";""Aegilops kotschyi"";""AZE"""
"605;""605"";""Aegilops kotschyi"";""TKM"""
"605;""605"";""Aegilops kotschyi"";""UZB"""
"606;""606"";""Aegilops longissima"";""EGY"""
"606;""606"";""Aegilops longissima"";""ISR"""
"606;""606"";""Aegilops longissima"";""JOR"""
"607;""607"";""Aegilops markgrafii"";""IRN"""
"607;""607"";""Aegilops markgrafii"";""IRQ"""
"607;""607"";""Aegilops markgrafii"";""LBN"""
"607;""607"";""Aegilops markgrafii"";""SYR"""
"607;""607"";""Aegilops markgrafii"";""TUR"""
"607;""607"";""Aegilops markgrafii"";""BGR"""
"607;""607"";""Aegilops markgrafii"";""YUG"""
"607;""607"";""Aegilops markgrafii"";""GRC"""
"608;""608"";""Aegilops neglecta"";""DZA"""
"608;""608"";""Aegilops neglecta"";""MAR"""
"608;""608"";""Aegilops neglecta"";""IRN"""
"608;""608"";""Aegilops neglecta"";""IRQ"""
"608;""608"";""Aegilops neglecta"";""ISR"""
"608;""608"";""Aegilops neglecta"";""SYR"""
"608;""608"";""Aegilops neglecta"";""TUR"""
"608;""608"";""Aegilops neglecta"";""ARM"""
"608;""608"";""Aegilops neglecta"";""AZE"""
"608;""608"";""Aegilops neglecta"";""GEO"""
"608;""608"";""Aegilops neglecta"";""RUS"""
"608;""608"";""Aegilops neglecta"";""TKM"""
"608;""608"";""Aegilops neglecta"";""UKR"""
"608;""608"";""Aegilops neglecta"";""ALB"""
"608;""608"";""Aegilops neglecta"";""BIH"""
"608;""608"";""Aegilops neglecta"";""HRV"""
"608;""608"";""Aegilops neglecta"";""YUG"""
"608;""608"";""Aegilops neglecta"";""GRC"""
"608;""608"";""Aegilops neglecta"";""ITA"""
"608;""608"";""Aegilops neglecta"";""MKD"""
"608;""608"";""Aegilops neglecta"";""FRA"""
"608;""608"";""Aegilops neglecta"";""PRT"""
"608;""608"";""Aegilops neglecta"";""ESP"""
"609;""609"";""Aegilops peregrina"";""EGY"""
"609;""609"";""Aegilops peregrina"";""SAU"""
"609;""609"";""Aegilops peregrina"";""CYP"""
"609;""609"";""Aegilops peregrina"";""IRN"""
"609;""609"";""Aegilops peregrina"";""IRQ"""
"609;""609"";""Aegilops peregrina"";""ISR"""
"609;""609"";""Aegilops peregrina"";""JOR"""
"609;""609"";""Aegilops peregrina"";""LBN"""
"609;""609"";""Aegilops peregrina"";""SYR"""
"609;""609"";""Aegilops peregrina"";""TUR"""
"609;""609"";""Aegilops peregrina"";""AZE"""
"609;""609"";""Aegilops peregrina"";""GRC"""
"610;""610"";""Aegilops peregrina var. brachyathera"";""EGY"""
"610;""610"";""Aegilops peregrina var. brachyathera"";""LBY"""
"610;""610"";""Aegilops peregrina var. brachyathera"";""CYP"""
"610;""610"";""Aegilops peregrina var. brachyathera"";""IRN"""
"610;""610"";""Aegilops peregrina var. brachyathera"";""ISR"""
"610;""610"";""Aegilops peregrina var. brachyathera"";""JOR"""
"610;""610"";""Aegilops peregrina var. brachyathera"";""LBN"""
"610;""610"";""Aegilops peregrina var. brachyathera"";""SYR"""
"610;""610"";""Aegilops peregrina var. brachyathera"";""TUR"""
"611;""611"";""Aegilops peregrina var. peregrina"";""EGY"""
"611;""611"";""Aegilops peregrina var. peregrina"";""SAU"""
"611;""611"";""Aegilops peregrina var. peregrina"";""CYP"""
"611;""611"";""Aegilops peregrina var. peregrina"";""IRN"""
"611;""611"";""Aegilops peregrina var. peregrina"";""IRQ"""
"611;""611"";""Aegilops peregrina var. peregrina"";""ISR"""
"611;""611"";""Aegilops peregrina var. peregrina"";""JOR"""
"611;""611"";""Aegilops peregrina var. peregrina"";""LBN"""
"611;""611"";""Aegilops peregrina var. peregrina"";""SYR"""
"611;""611"";""Aegilops peregrina var. peregrina"";""TUR"""
"611;""611"";""Aegilops peregrina var. peregrina"";""AZE"""
"611;""611"";""Aegilops peregrina var. peregrina"";""GRC"""
"612;""612"";""Aegilops searsii"";""ISR"""
"612;""612"";""Aegilops searsii"";""JOR"""
"612;""612"";""Aegilops searsii"";""LBN"""
"612;""612"";""Aegilops searsii"";""SYR"""
"613;""613"";""Aegilops sharonensis"";""ISR"""
"613;""613"";""Aegilops sharonensis"";""LBN"""
"614;""614"";""Aegilops speltoides"";""IRN"""
"614;""614"";""Aegilops speltoides"";""IRQ"""
"614;""614"";""Aegilops speltoides"";""ISR"""
"614;""614"";""Aegilops speltoides"";""LBN"""
"614;""614"";""Aegilops speltoides"";""SYR"""
"614;""614"";""Aegilops speltoides"";""TUR"""
"614;""614"";""Aegilops speltoides"";""BGR"""
"614;""614"";""Aegilops speltoides"";""GRC"""
"615;""615"";""Aegilops speltoides var. ligustica"";""IRN"""
"615;""615"";""Aegilops speltoides var. ligustica"";""IRQ"""
"615;""615"";""Aegilops speltoides var. ligustica"";""ISR"""
"615;""615"";""Aegilops speltoides var. ligustica"";""LBN"""
"615;""615"";""Aegilops speltoides var. ligustica"";""SYR"""
"615;""615"";""Aegilops speltoides var. ligustica"";""TUR"""
"615;""615"";""Aegilops speltoides var. ligustica"";""BGR"""
"615;""615"";""Aegilops speltoides var. ligustica"";""GRC"""
"616;""616"";""Aegilops speltoides var. speltoides"";""IRN"""
"616;""616"";""Aegilops speltoides var. speltoides"";""IRQ"""
"616;""616"";""Aegilops speltoides var. speltoides"";""ISR"""
"616;""616"";""Aegilops speltoides var. speltoides"";""LBN"""
"616;""616"";""Aegilops speltoides var. speltoides"";""SYR"""
"616;""616"";""Aegilops speltoides var. speltoides"";""TUR"""
"616;""616"";""Aegilops speltoides var. speltoides"";""BGR"""
"616;""616"";""Aegilops speltoides var. speltoides"";""GRC"""
"1641;""618"";""Aegilops squarrosa"";""AFG"""
"1641;""618"";""Aegilops squarrosa"";""ALB"""
"1641;""618"";""Aegilops squarrosa"";""ARM"""
"1641;""618"";""Aegilops squarrosa"";""AZE"""
"1641;""618"";""Aegilops squarrosa"";""BGR"""
"1641;""618"";""Aegilops squarrosa"";""CYP"""
"1641;""618"";""Aegilops squarrosa"";""DZA"""
"1641;""618"";""Aegilops squarrosa"";""ESP"""
"1641;""618"";""Aegilops squarrosa"";""FRA"""
"1641;""618"";""Aegilops squarrosa"";""GEO"""
"1641;""618"";""Aegilops squarrosa"";""GRC"""
"1641;""618"";""Aegilops squarrosa"";""IRN"""
"1641;""618"";""Aegilops squarrosa"";""IRQ"""
"1641;""618"";""Aegilops squarrosa"";""ISR"""
"1641;""618"";""Aegilops squarrosa"";""ITA"""
"1641;""618"";""Aegilops squarrosa"";""KAZ"""
"1641;""618"";""Aegilops squarrosa"";""KGZ"""
"1641;""618"";""Aegilops squarrosa"";""KWT"""
"1641;""618"";""Aegilops squarrosa"";""LBN"""
"1641;""618"";""Aegilops squarrosa"";""MAR"""
"1641;""618"";""Aegilops squarrosa"";""MKD"""
"1641;""618"";""Aegilops squarrosa"";""PAK"""
"1641;""618"";""Aegilops squarrosa"";""PRT"""
"1641;""618"";""Aegilops squarrosa"";""RUS"""
"1641;""618"";""Aegilops squarrosa"";""SVN"""
"1641;""618"";""Aegilops squarrosa"";""SYR"""
"1641;""618"";""Aegilops squarrosa"";""TJK"""
"1641;""618"";""Aegilops squarrosa"";""TKM"""
"1641;""618"";""Aegilops squarrosa"";""TUR"""
"1641;""618"";""Aegilops squarrosa"";""UKR"""
"1641;""618"";""Aegilops squarrosa"";""UZB"""
"1634;""617"";""Aegilops squarrosa"";""AFG"""
"1634;""617"";""Aegilops squarrosa"";""ARM"""
"1634;""617"";""Aegilops squarrosa"";""AZE"""
"1634;""617"";""Aegilops squarrosa"";""CHN"""
"1634;""617"";""Aegilops squarrosa"";""GEO"""
"1634;""617"";""Aegilops squarrosa"";""IND"""
"1634;""617"";""Aegilops squarrosa"";""IRN"""
"1634;""617"";""Aegilops squarrosa"";""IRQ"""
"1634;""617"";""Aegilops squarrosa"";""KAZ"""
"1634;""617"";""Aegilops squarrosa"";""KGZ"""
"1634;""617"";""Aegilops squarrosa"";""PAK"""
"1634;""617"";""Aegilops squarrosa"";""RUS"""
"1634;""617"";""Aegilops squarrosa"";""SYR"""
"1634;""617"";""Aegilops squarrosa"";""TJK"""
"1634;""617"";""Aegilops squarrosa"";""TKM"""
"1634;""617"";""Aegilops squarrosa"";""TUR"""
"1634;""617"";""Aegilops squarrosa"";""UKR"""
"1634;""617"";""Aegilops squarrosa"";""UZB"""
"617;""617"";""Aegilops tauschii"";""AFG"""
"617;""617"";""Aegilops tauschii"";""IRN"""
"617;""617"";""Aegilops tauschii"";""IRQ"""
"617;""617"";""Aegilops tauschii"";""SYR"""
"617;""617"";""Aegilops tauschii"";""TUR"""
"617;""617"";""Aegilops tauschii"";""ARM"""
"617;""617"";""Aegilops tauschii"";""AZE"""
"617;""617"";""Aegilops tauschii"";""GEO"""
"617;""617"";""Aegilops tauschii"";""RUS"""
"617;""617"";""Aegilops tauschii"";""KAZ"""
"617;""617"";""Aegilops tauschii"";""KGZ"""
"617;""617"";""Aegilops tauschii"";""TJK"""
"617;""617"";""Aegilops tauschii"";""TKM"""
"617;""617"";""Aegilops tauschii"";""UZB"""
"617;""617"";""Aegilops tauschii"";""CHN"""
"617;""617"";""Aegilops tauschii"";""IND"""
"617;""617"";""Aegilops tauschii"";""PAK"""
"617;""617"";""Aegilops tauschii"";""UKR"""
"1598;""1598"";""Aegilops triaristata"";""ALB"""
"1598;""1598"";""Aegilops triaristata"";""ARM"""
"1598;""1598"";""Aegilops triaristata"";""AZE"""
"1598;""1598"";""Aegilops triaristata"";""BIH"""
"1598;""1598"";""Aegilops triaristata"";""DZA"""
"1598;""1598"";""Aegilops triaristata"";""ESP"""
"1598;""1598"";""Aegilops triaristata"";""FRA"""
"1598;""1598"";""Aegilops triaristata"";""GEO"""
"1598;""1598"";""Aegilops triaristata"";""GRC"""
"1598;""1598"";""Aegilops triaristata"";""HRV"""
"1598;""1598"";""Aegilops triaristata"";""IRN"""
"1598;""1598"";""Aegilops triaristata"";""IRQ"""
"1598;""1598"";""Aegilops triaristata"";""ISR"""
"1598;""1598"";""Aegilops triaristata"";""ITA"""
"1598;""1598"";""Aegilops triaristata"";""MAR"""
"1598;""1598"";""Aegilops triaristata"";""MKD"""
"1598;""1598"";""Aegilops triaristata"";""PRT"""
"1598;""1598"";""Aegilops triaristata"";""RUS"""
"1598;""1598"";""Aegilops triaristata"";""SYR"""
"1598;""1598"";""Aegilops triaristata"";""TKM"""
"1598;""1598"";""Aegilops triaristata"";""TUR"""
"1598;""1598"";""Aegilops triaristata"";""UKR"""
"1598;""1598"";""Aegilops triaristata"";""YUG"""
"618;""618"";""Aegilops triuncialis"";""DZA"""
"618;""618"";""Aegilops triuncialis"";""MAR"""
"618;""618"";""Aegilops triuncialis"";""KWT"""
"618;""618"";""Aegilops triuncialis"";""AFG"""
"618;""618"";""Aegilops triuncialis"";""CYP"""
"618;""618"";""Aegilops triuncialis"";""IRN"""
"618;""618"";""Aegilops triuncialis"";""IRQ"""
"618;""618"";""Aegilops triuncialis"";""ISR"""
"618;""618"";""Aegilops triuncialis"";""LBN"""
"618;""618"";""Aegilops triuncialis"";""SYR"""
"618;""618"";""Aegilops triuncialis"";""TUR"""
"618;""618"";""Aegilops triuncialis"";""ARM"""
"618;""618"";""Aegilops triuncialis"";""AZE"""
"618;""618"";""Aegilops triuncialis"";""GEO"""
"618;""618"";""Aegilops triuncialis"";""RUS"""
"618;""618"";""Aegilops triuncialis"";""KAZ"""
"618;""618"";""Aegilops triuncialis"";""KGZ"""
"618;""618"";""Aegilops triuncialis"";""TJK"""
"618;""618"";""Aegilops triuncialis"";""TKM"""
"618;""618"";""Aegilops triuncialis"";""UZB"""
"618;""618"";""Aegilops triuncialis"";""PAK"""
"618;""618"";""Aegilops triuncialis"";""UKR"""
"618;""618"";""Aegilops triuncialis"";""ALB"""
"618;""618"";""Aegilops triuncialis"";""BGR"""
"618;""618"";""Aegilops triuncialis"";""YUG"""
"618;""618"";""Aegilops triuncialis"";""GRC"""
"618;""618"";""Aegilops triuncialis"";""ITA"""
"618;""618"";""Aegilops triuncialis"";""FRA"""
"618;""618"";""Aegilops triuncialis"";""PRT"""
"618;""618"";""Aegilops triuncialis"";""ESP"""
"619;""619"";""Aegilops triuncialis var. persica"";""AFG"""
"619;""619"";""Aegilops triuncialis var. persica"";""CYP"""
"619;""619"";""Aegilops triuncialis var. persica"";""IRN"""
"619;""619"";""Aegilops triuncialis var. persica"";""IRQ"""
"619;""619"";""Aegilops triuncialis var. persica"";""TUR"""
"619;""619"";""Aegilops triuncialis var. persica"";""TKM"""
"619;""619"";""Aegilops triuncialis var. persica"";""UZB"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""DZA"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""MAR"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""KWT"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""AFG"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""CYP"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""IRN"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""IRQ"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""ISR"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""LBN"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""SYR"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""TUR"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""ARM"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""AZE"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""GEO"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""RUS"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""KAZ"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""KGZ"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""TJK"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""TKM"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""UZB"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""PAK"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""UKR"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""ALB"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""BGR"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""GRC"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""ITA"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""MKD"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""SVN"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""FRA"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""PRT"""
"620;""620"";""Aegilops triuncialis var. triuncialis"";""ESP"""
"621;""621"";""Aegilops umbellulata"";""IRN"""
"621;""621"";""Aegilops umbellulata"";""IRQ"""
"621;""621"";""Aegilops umbellulata"";""LBN"""
"621;""621"";""Aegilops umbellulata"";""SYR"""
"621;""621"";""Aegilops umbellulata"";""TUR"""
"621;""621"";""Aegilops umbellulata"";""ARM"""
"621;""621"";""Aegilops umbellulata"";""AZE"""
"621;""621"";""Aegilops umbellulata"";""GRC"""
"622;""622"";""Aegilops uniaristata"";""TUR"""
"622;""622"";""Aegilops uniaristata"";""ALB"""
"622;""622"";""Aegilops uniaristata"";""HRV"""
"622;""622"";""Aegilops uniaristata"";""GRC"""
"622;""622"";""Aegilops uniaristata"";""ITA"""
"622;""622"";""Aegilops uniaristata"";""MKD"""
"1605;""609"";""Aegilops variabilis"";""AZE"""
"1605;""609"";""Aegilops variabilis"";""CYP"""
"1605;""609"";""Aegilops variabilis"";""EGY"""
"1605;""609"";""Aegilops variabilis"";""GRC"""
"1605;""609"";""Aegilops variabilis"";""IRN"""
"1605;""609"";""Aegilops variabilis"";""IRQ"""
"1605;""609"";""Aegilops variabilis"";""ISR"""
"1605;""609"";""Aegilops variabilis"";""JOR"""
"1605;""609"";""Aegilops variabilis"";""LBN"""
"1605;""609"";""Aegilops variabilis"";""SAU"""
"1605;""609"";""Aegilops variabilis"";""SYR"""
"1605;""609"";""Aegilops variabilis"";""TUR"""
"623;""623"";""Aegilops vavilovii"";""SAU"""
"623;""623"";""Aegilops vavilovii"";""IRQ"""
"623;""623"";""Aegilops vavilovii"";""ISR"""
"623;""623"";""Aegilops vavilovii"";""JOR"""
"623;""623"";""Aegilops vavilovii"";""LBN"""
"623;""623"";""Aegilops vavilovii"";""SYR"""
"623;""623"";""Aegilops vavilovii"";""TUR"""
"624;""624"";""Aegilops ventricosa"";""DZA"""
"624;""624"";""Aegilops ventricosa"";""EGY"""
"624;""624"";""Aegilops ventricosa"";""LBY"""
"624;""624"";""Aegilops ventricosa"";""MAR"""
"624;""624"";""Aegilops ventricosa"";""TUN"""
"624;""624"";""Aegilops ventricosa"";""HRV"""
"624;""624"";""Aegilops ventricosa"";""ITA"""
"624;""624"";""Aegilops ventricosa"";""FRA"""
"624;""624"";""Aegilops ventricosa"";""ESP"""
"2910;""2910"";""Agropyron badamense"";"
"2911;""2911"";""Agropyron cimmericum"";""UKR"""
"2909;""2909"";""Agropyron cristatum"";""AFG"""
"2909;""2909"";""Agropyron cristatum"";""ARM"""
"2909;""2909"";""Agropyron cristatum"";""AUT"""
"2909;""2909"";""Agropyron cristatum"";""AZE"""
"2909;""2909"";""Agropyron cristatum"";""BGR"""
"2909;""2909"";""Agropyron cristatum"";""CHN"""
"2909;""2909"";""Agropyron cristatum"";""CHN"""
"2909;""2909"";""Agropyron cristatum"";""CHN"""
"2909;""2909"";""Agropyron cristatum"";""CHN"""
"2909;""2909"";""Agropyron cristatum"";""CHN"""
"2909;""2909"";""Agropyron cristatum"";""CHN"""
"2909;""2909"";""Agropyron cristatum"";""CHN"""
"2909;""2909"";""Agropyron cristatum"";""CZE"""
"2909;""2909"";""Agropyron cristatum"";""ESP"""
"2909;""2909"";""Agropyron cristatum"";""GEO"""
"2909;""2909"";""Agropyron cristatum"";""HUN"""
"2909;""2909"";""Agropyron cristatum"";""IRN"""
"2909;""2909"";""Agropyron cristatum"";""ITA"""
